
‘In Fabric’ Review: The Dress Is Possessed. But It Was on Sale. - The New York Times,"The horror films directed by Mario Bava and Dario Argento in the 1960s and ’70s deliberately put coherent story lines on the back burner, the better to concentrate on shocking scares and uncomfortable atmospheres. The British director Peter Strickland is one of several current European filmmakers to embrace the mode of horror that Bava, Argento and some of their lesser-known contemporaries pioneered. His new picture, “In Fabric,” is his fourth feature and his most impressive, engrossing, imaginatively unchained work yet. After an opening sequence in which a series of fake ads announce a season of sales at the fictional (thank God) department store Dentley & Soper’s, Marianne Jean-Baptiste appears as Sheila, a bank clerk looking for a fresh start. Her husband has left her, her tetchy adult son still lives with her and she’s tired of tedium. Dating through the classifieds (the film is ostensibly set in 1982), she’s looking for a hot dress, and she finds one, a red number, at D & S. She buys it despite the ultra-baroque sales pitch of a clerk, who’s dressed, like all her colleagues, as if she stepped out of a Velásquez rendition of a funeral. The presence of Jean-Baptiste, an actor who brings an honest edge of realism to all her work, is an inspired bit of casting, but also a great piece of misdirection. If she makes you believe that this is going to be a less outré outing than Strickland’s 2014 “The Duke of Burgundy,” more fool you. Like Dentley & Soper’s itself, the dress is bad news. It gives Sheila a rash and destroys her washing machine. It will do much more damage before the film concludes. “Don’t tell me you’re scared of a dress,” one character says. Right? Strickland risks ridiculousness with shots of the dress hovering, with menace, in a room at night. But the tableaus work. As much as Strickland has learned from Bava and Argento, here he is more of England than of the Continent. In a relentlessly stylized fashion, the film insistently evokes the Britain of power failures and inflation and creepy public-service films. The idea of “period” is filtered through imagination and fevered memory. “In Fabric” sometimes feels like a spontaneous cinematic outpouring from the esoteric record label Ghost Box, whose aesthetic applied hauntology to anti-nostalgia for postwar England. (Cavern of Anti-Matter, the electronic music group that scored this film, has in fact released one of its singles on that label.) The movie also has an absurdist bent. In scenes where an unctuous pair of bank managers interrogate an employee, and then, later, a loan applicant, it’s as if Eugène Ionesco were doing an adaptation of “Office Space” for an Amicus horror anthology. But is the movie scary? Well, yes. The film spaces out several nasty and effective frights. And as its narrative seems to deliberately devolve into a dissociative dream, even the funny material hits with a choke in the throat. The general dread becomes overwhelming, a black shroud that perhaps can only be cleansed by fire. But let’s avoid spoilers …In FabricRated R for a cursed dress doing evil, icky things, and for extra-kinky department store employee meetings. Running time: 1 hour 58 minutes.",http://www.nytimes.com/2019/12/05/movies/in-fabric-review.html
‘And Breathe Normally’ Review: A Drama That Humanizes the Border - The New York Times,"“Why do they have to live in cages?” — lies at the core of this quiet Icelandic film, now streaming on Netflix, in which Lara, a border control officer, learns what it means to be at the mercy of the law after she and her son, Eldar, are evicted and forced to sleep in their car. At work, where Lara has the power to reject or deny entry for migrants, she declines passage to Adja (Babetida Sadjo), a woman from Guinea who is traveling with her daughter and sister. The decision leads Lara to confront her privilege when she later finds she must accept help from someone she least expects: Adja, now living in a refugee center, who sneaks in Lara and Eldar so that they can have a warm bed. “And Breathe Normally” doesn’t rely on the cinematic clichés that so often arise when two very different people develop an unlikely friendship. Rather, it engages the audience with a deeply resonant narrative that highlights the ways our sense of safe keeping can suddenly be ripped from our grasp. And it reminds us of the power we possess, even when we think we’re helpless.",http://www.nytimes.com/2019/01/10/movies/and-breathe-normally-review-a-drama-that-humanizes-the-border.html
Review: ‘Finding Babel’ Retraces a Celebrated Grandfather’s Footsteps - The New York Times,"he meets with Marina Vlady, the star of Jean-Luc Godard’s “2 or 3 Things I Know About Her” — and teases out the drama’s political themes. Late in the film, there is a powerful moment when he visits the site of Babel’s arrest. In what probably qualifies as both an accomplishment and a shortcoming, the movie makes you want to read Babel’s writing instead.",http://www.nytimes.com/2016/10/28/movies/finding-babel-review.html
‘The Duke of Burgundy’ Is an Erotic Hothouse Flower - The New York Times,"and including credits for “dresses and lingerie” and “perfume” (perfume!) — Mr. Strickland conjures a lush utopia populated entirely by women. The typical household consists of a pair of lovers who are also (or who at least assume the roles of) a gentlewoman scientist and her dutiful, sometimes purposely incompetent maid. The principal profession is entomology, though one woman seems to make a nice living designing and manufacturing bondage beds and “human toilets.” (Like much else in “The Duke of Burgundy,” these apparatuses are frequently spoken of but never seen, discretion being, so often, the better part of kink.)Cynthia (Sidse Babett Knudsen) and Evelyn (Chiara D’Anna) belong to such a ménage, and Mr. Strickland is principally concerned with the exploration of their sexual practices and domestic routines, which amount more or less to the same thing. There is the hint of a plot — involving the waning and waxing of affections and the threats posed to bliss by jealousy and boredom — but the film is less a story than a succession of subtly differentiated moods. What gives it momentum is the audience’s gradual discovery of the dynamic between the two women, a daily cycle of ritual and release. The rules seem clear enough at first. Evelyn, dark haired and nervous, with trusting eyes and a tremor in her voice, is the servant whose eagerness to please is met with coldness, and whose slightest lapses are severely punished. Cynthia, when her research is interrupted, responds with haughty weariness or outright cruelty to Evelyn’s timid attempts at kindness. She is the boss, and Evelyn is happy to be subjected to her whims and her discipline. Except that, as it turns out, Cynthia is herself acting out Evelyn’s instructions, which are neatly written on notecards or whispered like prompts from backstage. Cynthia finds it increasingly lonely at the top, as her complete obedience to Evelyn’s demands leaves her weary and frustrated. Evelyn, meanwhile, wants more and more, pushing herself and her partner toward extremes of subjugation and rebelling when her yearnings are unsatisfied. She persuades Cynthia to tie her up and lock her in a chest overnight and then jolts her awake with a keening safe word. (The word is “pinastri,” by the way. Go ahead and Google; all the images are safe for work, though if you’re a moth you might feel a little uncomfortable.) There is exaggeration and a trace of sly humor in the set design, the costumes, the sometimes jarringly jaunty music and the trembling close-ups of leaves, bugs and water. There is also a sense of surrealist sexual comedy in the way Evelyn and Cynthia’s exchanges of power are performed. But in the end there is nothing especially campy about “The Duke of Burgundy,” which neither mocks its heroines nor the breathless, naughty screen tradition to which they belong. It’s a love story, and also a perversely sincere (and sincerely perverse) labor of love.",http://www.nytimes.com/2015/01/23/movies/the-duke-of-burgundy-is-an-erotic-hothouse-flower.html
After the Wedding - Movies  - Review - The New York Times,"found in its so-called vow of chastity — which exclude, among other things, any music or props not originating at the filmmaking site. Instead she opts for a style that might be called Dogme-lite, which mimics the movement’s visual tropes but eschews its ethos and formal rigor to create what is, at core, canned realism. Despite the whooshing camera work, the crashing edits and the hairpin turns in Anders Thomas Jensen’s screenplay, “After the Wedding” relies on whipped-up familiar ingredients — a birth, a death, a wedding, a funeral, a man, a woman, another man, another woman — to pique the audience’s interest rather than rock its world. That makes it a fine and, on a scene-by-scene basis, often better than fine, if effectively unadventurous work, in which a man’s anguished cry is met by a finale designed to ease the pain. As in many Danish films the performers are top-flight, in particular Mr. Lassgard and Mr. Mikkelsen, an otherworldly screen presence perhaps best known outside Denmark as the villain who weeps blood while giving the lash to James Bond in “Casino Royale.” The tears only look more real here. “After the Wedding” is rated R (Under 17 requires accompanying parent or adult guardian). There is some adult language and coitus interruptus.",http://www.nytimes.com/2007/03/30/movies/30wedd.html
Babel - Movies - Review - The New York Times,"divided, dislocated and unable to communicate. More or less as we find ourselves today. To make sense of this condition requires an ambition nearly as great as the one that got those ancient architects into trouble in the first place. Any discussion of “Babel,” therefore — whether grounded in skepticism or lost in admiration — has to begin by acknowledging just how much the film, the third collaboration between the director Alejandro González Iñárritu and the screenwriter Guillermo Arriaga, sets out to do. It tells four distinct stories, disclosing bit by bit the chronology and causality that link them and making much of the linguistic, cultural and geographical distances among the characters. The movie travels — often by means of jarringly abrupt cuts and shifts of tone — from the barren mountains of Morocco, where the dominant sound is howling wind, to fluorescent Tokyo, where the natural world has been almost entirely supplanted by a technological environment, to the anxious border between the United States and Mexico. Each place has its own aural and visual palette. The languages used by the astonishingly diverse cast include Spanish, Berber, Japanese, sign language and English. The misunderstandings multiply accordingly, though they tend to be most acute between husbands and wives or parents and children, rather than between strangers. Surely, something must hold this world — or, at any rate, this film’s vision of the world — together. Whether anything does is the question most likely to fuel the cafe-table arguments “Babel” will surely provoke. The individual scenes are sometimes so powerful, and put together with such care and conviction, that you might leave the theater feeling dazed, even traumatized. “Babel” is certainly an experience. But is it a meaningful experience? That the film possesses unusual aesthetic force strikes me as undeniable, but its power does not seem to be tethered to any coherent idea or narrative logic. You can feel it without ever quite believing it. But let’s give feeling its due. The sheer reckless ardor of Mr. González Iñárritu’s filmmaking — the voracious close-ups, the sweeping landscape shots, the swiveling, hurtling camera movements — suggests a virtually limitless confidence in the power of the medium to make connections out of apparent discontinuities. His faith in cinema as a universal language could hardly be more evident. Some of the pieces of “Babel” are attached to one another by the banal lingua franca of television images, as events in North Africa, for instance, make the evening news in Tokyo. But Mr. González Iñárritu’s own visual grammar tries to go deeper, to suggest a common idiom of emotion present in certain immediately recognizable gestures and expressions. We may not be able to read minds or decipher words, he suggests, but we can surely decode faces, especially when we see them at close range and in distress. Loss, fear, pain, anguish — none of these emotions, it seems, are likely to be lost in translation. It gives nothing away to note that every story in “Babel” ends in tears. The raw, naturalistic intimacy of Rodrigo Prieto’s cinematography disguises some flagrant melodrama, as does the dedication of the actors, some of whom have never appeared on film before. The most glamorous cast members are Brad Pitt and Cate Blanchett, who play an American couple on a desultory vacation in Morocco, trying to repair the damage done to their marriage by the death of their infant son. Their movie-star charisma is turned down to a low, flickering flame, and the easy sense of entitlement they sometimes betray belongs naturally to their characters, Susan and Richard, who nonetheless receive a brutal reminder that even the privileged are vulnerable to accident. Susan — the kind of tourist who worries that the local ice cubes carry disease — is badly wounded when a bullet is fired through a bus window, hitting her in the neck. The bullet comes from a gun belonging to Abdullah (Mustapha Rachidi), a goatherd, and used by his two sons, Ahmed (Said Tarchani) and Yussef (Boubker Ait El Caid), to keep jackals away from the herd. The gunmen and their victim are never in the frame together, and the consequences of the incident unfold in parallel crises. Susan and Richard wind up in a small town, waiting for an ambulance, facing the panic and impatience of their fellow holiday makers and relying on the kindness of strangers. Abdullah and his sons and neighbors, for their part, must deal with the harsh attentions of the Moroccan police, who are trying to defuse what threatens to become an international incident. Meanwhile — or, rather, a short time later, since the overlapping and sequential chapters of the movie are presented as if they were happening simultaneously — Richard and Susan’s surviving children (Elle Fanning and Nathan Gamble) travel to Mexico with the family’s housekeeper, Amelia (Adriana Barraza), whose son is getting married near Tijuana. They are accompanied by Amelia’s roughneck nephew Santiago (Gael García Bernal, who clearly relishes playing the heavy for once). And in Tokyo, a deaf teenage girl named Chieko (Rinko Kikuchi) spins through the emotional upheavals of adolescence, which are intensified both by her disability — or, more precisely, the obtuse way other people respond to it — and by the aftershocks of her mother’s death. Chieko’s brazen attempts to solicit attention result, again and again, in humiliation, and Ms. Kikuchi’s performance is an unnerving blend of sexual provocation, timidity and sheer rage. Of all the characters in “Babel,” she seems most surprising and least tethered to cultural stereotype (in spite of the short-skirted schoolgirl uniform she wears). And her story, unfolding without evident connection to the other three, does not seem quite as bound by the fatalism that is Mr. Arriaga’s hallmark — as well as his limitation — as a storyteller. The splintered, jigsaw-puzzle structure of “Babel” will be familiar to viewers who have seen “Amores Perros” or “21 Grams,” the other two features Mr. Arriaga and Mr. González Iñárritu have made together. Indeed, this movie belongs to an increasingly common, as yet unnamed genre — “Crash” is perhaps the most prominent recent example — in which drama is created by the juxtaposition of distinct stories, rather than by the progress of a single narrative arc. Perhaps the most common feature of movies of this kind is that they are more interested in fate than in psychology. The people in “Babel” behave irrationally — if often quite predictably — but any control they appear to have over their own lives is illusory. They suffer unequally and unfairly, paying disproportionately for their own mistakes and for the whims of chance and the laws of global capitalism. In “Babel” there seems to be an active, palpable tension between the schematism of Mr. Arriaga’s scenario and the sensuality of Mr. González Iñárritu’s filmmaking. Some of the most exciting and powerful sequences — a Tokyo nightclub rave, the wedding of Amelia’s son — push beyond the constraints of the narrative and defy, at least for a time, the grim inevitability that hovers over the film. The sheer sensory exuberance of the film at once subverts the fatalism of its story and lends it whatever credibility it has. On paper, very little of it makes sense, but what is on screen has an almost physical impact. In the end “Babel,” like that tower in the book of Genesis, is a grand wreck, an incomplete monument to its own limitless ambition. But it is there, on the landscape, a startling and imposing reality. It’s a folly, and also, perversely, a wonder. “Babel” is rated R (Under 17 requires accompanying parent or adult guardian). It has strong language, nudity and intense violence. BABELOpens today in New York. Directed by Alejandro González Iñárritu; written (in English, Spanish, Japanese, Berber, Arabic and sign language, with English subtitles) by Guillermo Arriaga, based on an idea by Mr. González Iñárritu and Mr. Arriaga; director of photography, Rodrigo Prieto; edited by Stephen Mirrione and Douglas Crise; music by Gustavo Santaolalla; production designer, Brigitte Broch; produced by Mr. González Iñárritu, Jon Kilik and Steve Golin; released by Paramount Vantage. Running time: 143 minutes. WITH: Brad Pitt (Richard), Cate Blanchett (Susan), Gael García Bernal (Santiago), Koji Yakusho (Yasujiro), Adriana Barraza (Amelia), Rinko Kikuchi (Chieko), Said Tarchani (Ahmed), Boubker Ait El Caid (Yussef), Mustapha Rachidi (Abdullah), Elle Fanning (Debbie), Nathan Gamble (Mike) and Mohamed Akhzam (Anwar).",http://www.nytimes.com/2006/10/27/movies/27babe.html
"FILM REVIEW; Inside a Notorious Prison, Fires of Rage and Regret - The New York Times","The human life teeming through ''Carandiru,'' Hector Babenco's sprawling portrait of Brazil's criminal class crowded within a notorious São Paulo penitentiary, exudes a throbbing flesh-and-blood intensity so compelling that it's impossible to avert your eyes. Watching this messy epic is a little like being jammed into an unair-conditioned subway car on a steamy summer night as it rattles through an urban wasteland. At any second things could explode. And eventually they do. If the sense of danger makes you feel vulnerable, it also tunes you fiercely into the moment. As the movie lays out a loosely connected series of vignettes that tell the stories of assorted prisoners, the ripe scents of sweat and junk food seem to waft from the screen in a heady, slightly sickening vapor. Once you've adjusted to the charged, humid atmosphere, the movie isn't quite as scary as it appears in the opening scene, when Lula (Dionísio Neto), a desperate inmate, attacks Dagger (Milhem Cortaz), the sleek, tattooed killer-for-hire who murdered Lula's father. Order is restored when a fellow prisoner, Moacir (Ivan de Almeida), the unit's unofficial mediator, steps in. At the same time, a mild-mannered doctor (Luiz Carlos Vasconcelos), whose deepening connections with the prisoners unlock the film's flashbacks, is escorted into the cellblock to test them for H. I. V. It is the 1980's, and the setting is the real São Paolo House of Detention, known as Carandiru, which was torn down in 2002, a decade after a riot led to the massacre of 111 inmates by the police. At its peak of occupancy, the prison, designed for 3,000 men, held 8,000. When ''Carandiru'' was filmed (before the demolition) in an empty cellblock, it still housed 6,000. Much of the prison, which has the color, noise and volatile climate of a festering housing project, is controlled by the inmates, who decorate the cells and have established a pecking order. The strong inhabit grubby individual suites, while the weak are jammed together, as many as 16 sharing a 90-square-foot cell. The film, which opens today in New York and Los Angeles, is a splashy return to form by Mr. Babenco, the celebrated director of ''Pixote'' and ''Kiss of the Spider Woman.'' In some ways, it is an update of ''Pixote,'' the portrait of a 10-year-old runaway and petty criminal in São Paulo that made Mr. Babenco internationally famous more than two decades ago. Any one of several violent characters in ''Carandiru'' could be a boy like Pixote, grown up and hardened. In examining social ills, Mr. Babenco is the furthest thing from a detached clinician. Beneath its documentarylike sprawl, ''Carandiru'' is a hands-on movie passionately engaged in its characters' personal dramas. Even Dagger, the coldblooded killer-for-hire, is eventually revealed to have a tormented conscience. The film's unwavering belief in redemption makes its savage brutality palatable, if at times suspiciously sentimental. No matter how vicious the behavior, there are always explanations and a possibility of something better. Carandiru is a hotbed of drugs and diseases. (AIDS and tuberculosis lead the list.) The film's most ominous, most charismatic character, Highness (Ailton Graça), is a handsome, swaggering drug lord who orders inside executions. He also juggles two hot-blooded women, Dalva (Maria Luisa Mendonça) and Rosirene (Aida Leiner) in a triangle so loaded with venomous jealousy that sex and violence seem virtually interchangeable. The saddest vignette involves Zico (Wagner Moura) and Deusdete (Caio Blat), childhood friends who grew up on the street and come to senselessly tragic ends. On the lighter side, Old Chico (Milton Gonçalves), who has fathered 18 children on the outside, floats handmade balloons in the prison yard and waxes philosophical about the wisdom gained in solitary confinement. For seriocomic relief, the regal, wisecracking Lady Di (Rodrigo Santoro), who is on female hormones and boasts of having had 2,000 lovers, and her gnarly, dwarfish fiancé, No Way (Gero Camilo), wait apprehensively for their H. I. V. test results. Just when the movie threatens to go soft, ''Carandiru'' erupts in what may be the most horrific and sustained prison riot ever filmed. By the end of the movie's jaw-dropping re-creation of the 1992 mass slaughter by the police (who lost none of their own), its stairs are ankle-deep in streaming blood, mud and trash. But there's a small, troubling hole at the center of the movie. When all is said and done, the calm, sympathetic doctor who volunteers his services at Carandiru and becomes a trusted visitor remains a benign cipher, an almost entirely forgettable presence. Despite its confusion and the broadness of many of its strokes, the movie belongs to a Latin American tradition of heartfelt social realism in which the struggles of ordinary people assume a heroic dimension. The film is undeniably the work of an artist with the strength to gaze into the abyss and return, his humanity fortified.''Carandiru''is rated R (Under 17 requires accompanying parent or adult guardian) for violence, sexual situations and very strong language. CARANDIRUProduced and directed by Hector Babenco; written (in Portuguese, with English subtitles) by Victor Navas, Mr. Babenco and Fernando Bonassi, based on the book ''Carandiru Station'' by Drauzio Varella; director of photography, Walter Carvalho; music by André Abujamra; art director, Clóvis Bueno; released by Sony Pictures Classics. At the Angelika Film Center, Mercer and Houston Streets, Greenwich Village. Running time: 145 minutes. This film is rated R. WITH: Luiz Carlos Vasconcelos (Physician), Milton Gonçalves (Old Chico), Ivan de Almeida (Moacir), Ailton Graça (Highness), Maria Luisa Mendonça (Dalva), Aida Leiner (Rosirene), Dionísio Neto (Lula), Milhem Cortaz (Dagger), Wagner Moura (Zico), Caio Blat (Deusdete), Rodrigo Santoro (Lady Di) and Gero Camilo (No Way).",http://www.nytimes.com/2004/05/14/movies/film-review-inside-a-notorious-prison-fires-of-rage-and-regret.html
"FILM REVIEW; Goodbye, Green Acres; Hello, Wild Side - The New York Times","See the article in its original context from November 25, 1998, Section E, Page 1Buy ReprintsView on timesmachineTimesMachine is an exclusive benefit for home delivery and digital subscribers. Babe the pig, he of the sweet voice and twitchy pink snout, spends his second film in considerably more daunting surroundings than those of the Hoggetts (James Cromwell and Magda Szubanski) and their farm. In ''Babe: Pig in the City'' his new friends include chimps and a pit bull, signaling the obviously less lighthearted quality of this sequel. As directed once again by George Miller, Babe remains a cute little porker, but his fanciful new backdrops are less beguiling. Despite his mandate (from his dog mother, with the voice of Miriam Margolyes) to demonstrate ''how a kind and steady heart can mend a sorry world,'' Babe must contend here with many discouraging urban woes. Chief among them is Mickey Rooney as a dissipated circus clown, possibly cast here to show how much more refreshing Babe is than many human beings. This film's occasional taste for dark moments and unappetizing sights makes its G rating somewhat questionable for very young children. The plot contrives to send Farmer Hoggett down a well in a nasty accident. Then Babe and Esme Hoggett head for the city, hoping to save the farm. Much fun is made of Ms. Szubanski's sturdy Esme, who becomes the subject of endless fat jokes as well as a police strip-search at the airport. It seems that a drug-sniffing dog has detected contraband somewhere, and anyone eager to explain that to tots should have no problem with the rest of the story. It brings Babe and Esme to a fleabag -- the Flealands Hotel -- where animals are officially outlawed but actually welcome. Here, at this menagerie-filled version of the Chelsea, Babe finds the kind of urban demimonde he never saw on the farm. There is an orangutan named Thelonius (get it?) and a family of world-weary chimps (with Steven Wright providing the wise-guy father's voice, and Glenne Headly as the pregnant, floozyish mother). Continuing his walk on the wild side, Babe also meets a pink poodle with Blanche DuBois tendencies and squads of cats and dogs who behave like members of rival gangs. Sheepherding contests, anyone? There's plenty to be said about the urban troubles seen here, but it's not best heard out of the mouth of Babe. This visually ambitious film does concoct an elaborate pan-metropolis including traces of New York, Hollywood, San Francisco, Paris, Venice and so on. And the Flealands Hotel becomes an enveloping setting, even if its gloom spoils some of the fun. There's some good news in the fact that Babe's mouse friends come along for the journey, and that their musical tastes (''Non, Je Ne Regrette Rien,'' ''That's Amore,'' ''Are You Lonesome Tonight?'') remain as adorably eclectic as ever. The cats who greet them with a chorus of ''Three Blind Mice'' are also a nice touch. But by the time Esme has wound up in the clown's purple suit and is swinging from a chandelier across a ballroom, this ''Babe'' has all but lost its bearings. It will work as a sequel only hard-core ''Babe'' fans willing to follow this four-legged hero (or heroine, as Babe obviously is in some scenes) anywhere. Had ''Pig in the City'' been made first, it by no means could have prompted a sequel of its own. BABEPig in the CityDirected by George Miller; written by Mr. Miller, Judy Morris and Mark Lamprell; director of photography, Andrew Lesnie; edited by Jay Friedkin and Margaret Sixel; music by Nigel Westlake; production designer, Roger Ford; produced by Mr. Miller, Doug Mitchell and Bill Miller; released by Universal Pictures. Running time: 90 minutes. This film is rated G. WITH: Magda Szubanski (Mrs. Hoggett), James Cromwell (Farmer Hoggett), Mary Stein (Landlady) and Mickey Rooney (Fugly Floom); AND WITH THE VOICES OF: E. G. Daily (Babe), Danny Mann (Ferdinand), Glenne Headly (Zootie), Steven Wright (Bob), James Cosmo (Thelonius), Nathan Kress and Myles Jeffrey (Easy), Stanley Ralph Ross (Pit Bull/Doberman), Russi Taylor (Pink Poodle), Adam Goldberg (Flealick), Eddie Barth (Nigel/Alan), Bill Capizzi (Sniffer Dog), Miriam Margolyes (Fly), Hugo Weaving (Rex) and Roscoe Lee Browne (Narrator).",http://www.nytimes.com/1998/11/25/movies/film-review-goodbye-green-acres-hello-wild-side.html
They Love to Rock as Hard as Men Do - The New York Times,"See the article in its original context from November 22, 1996, Section C, Page 18Buy ReprintsView on timesmachineTimesMachine is an exclusive benefit for home delivery and digital subscribers. About the ArchiveThis is a digitized version of an article from The Times’s print archive, before the start of online publication in 1996. To preserve these articles as they originally appeared, The Times does not alter, edit or update them. Occasionally the digitization process introduces transcription errors or other problems; we are continuing to work to improve these archived versions. Courtney Love is one rock performer who has never been at a loss for words. And in ''Not Bad for a Girl,'' Lisa Rose Apramian's noisy documentary study of female hard-rockers, she is given the movie's parting shot. Instead of having to get the football captain, she advises, ''Be the football captain.''In an even more hyperbolic mode, she also describes herself as ''a Christ figure'' who is ''trying to heal'' and identifies with Vincent van Gogh. Her grandiose descriptions of her own wildly disheveled stage behavior range from ''total masochism'' to ''martyrdom.''''I want to affect culture in a large way,'' she declares. Ms. Love is one of the two most articulate performers interviewed for the movie, whose subtitle, ''an analytic approach to the functions of music and gender deconstruction,'' accurately describes the film maker's agenda. The other is Joan Jett, the tough but dignified, deep-voiced leader of the groundbreaking all-female 70's band, the Runaways. Ms. Jett is as cool and terse as Ms. Love is ramblingly outspoken. ''Being physical and getting onstage and really letting it out and sweating profusely doesn't sound like a feminine thing,'' she says, ''but to me it's very sexy.'' She goes on to state what the film makes perfectly obvious, that ''girls can rock as hard as men.''For all its polemical clout, this 16-millimeter movie, which opens today at Cinema Village, is as crude and messy as the music that punctuates the interviews. The film dashes madly from performer to performer, focusing on members of the all-female bands L7, Babes in Toyland and Lunachicks, but chopping up the interviews into snippets that are so short that continuity is often lost. Side trips are made to the 1992 Riot Grrrls' Convention in Washington and to the Rock 'n' Roll High School, a music academy for girls in Melbourne, Australia. Although each musician has a different story, a rough composite image of the female hard-rocker still emerges. And anger has surprisingly little to do with the cathartic pleasure these women take in screaming, howling and making snarling instrumental sounds. Most of the performers are aware of a moment in early adolescence when their female peers changed from tomboys into boy-chasing supplicants. For various reasons, they refused to subscribe to a change in attitude they sensed was more the result of powerful social conditioning than their own biology. Since conforming would mean reining in their natural exuberance, they made a choice not to. This is clearly Ms. Apramian's view, and she gets her subjects to confirm it. NOT BAD FOR A GIRLWritten, produced and directed by Lisa Rose Apramian; editor and co-writer, Kyle C. Kyle; released by Horizon Unlimited. At Cinema Village, 22 East 12th Street, Greenwich Village. Running time: 88 minutes. This film is not rated. WITH: Joan Jett, Suzi Gardner, Courtney Love, Donita Sparks, Kat Bjelland and Becky Wreck.",http://www.nytimes.com/1996/11/22/movies/they-love-to-rock-as-hard-as-men-do.html
FILM REVIEW; Letters Of Love And War - The New York Times,"See the article in its original context from October 28, 1995, Section 1, Page 18Buy ReprintsView on timesmachineTimesMachine is an exclusive benefit for home delivery and digital subscribers. About the ArchiveThis is a digitized version of an article from The Times’s print archive, before the start of online publication in 1996. To preserve these articles as they originally appeared, The Times does not alter, edit or update them. Occasionally the digitization process introduces transcription errors or other problems; we are continuing to work to improve these archived versions.""Dear Babe"" is Rosanne Ehrlich's loving tribute to her parents, based on letters her father wrote home during his Army service in World War II. From 1944 to 1945, Mike Siegelbaum wrote to his wife, Hazel, almost every day. His letters form the core of the film, read by a narrator, and their very ordinariness becomes the point. If ever there was a regular Joe (though a bit more devoted and thoughtful than most), it was Mike Siegelbaum. He begins his letters ""Dear Babe,"" and during the start of his service says things are ""swell."" He also notices some revealing details, including how some white soldiers look away to avoid saluting black officers. The letters take him from training camp to the European front, where censors wouldn't allow him to say anything important. He admits and apologizes for that, and his letters become a chronicle of a soldier's daily life. He writes that he is ""somewhere in France,"" that he has named his truck the Staten Island Ferry, that the weather is bitterly cold. Though Mike Siegelbaum died in 1991, the film includes interviews with Hazel Siegelbaum (who died in July 1995) and other family members. Mrs. Siegelbaum recalls that though her husband helped liberate a concentration camp, he said very little about the experience, except that the smell was overwhelming. The major problem with ""Dear Babe,"" which opened yesterday at the Quad, is that much of the visual background is composed of stock wartime film, showing troop ships and barracks and soldiers who have nothing to do with this documentary. (There are some family photographs as well.) Those stock images are too familiar to make ""Dear Babe"" exceptional as a piece of film making. This very small movie works best as a daughter's tender memoir. DEAR BABE Written and directed by Rosanne Ehrlich; director of photography, Greg Andrake; edited by David J. Wilson; produced by Ms. Ehrlich and Mr. Wilson; released by Stratton Films. At the Quad Cinema, 13th Street, west of Fifth Avenue, Greenwich Village. Running time: 82 minutes. This film is not rated. WITH: Hazel Siegelbaum (Mike's wife), Paul Siegelbaum (his son) and Fred Blau (his brother-in-law); narration by Dean Coleman.",http://www.nytimes.com/1995/10/28/movies/film-review-letters-of-love-and-war.html
